transaction_id,user_id,timestamp,hour,is_weekend,merchant_category,transaction_amount,balance_after,monthly_salary,impulse_label
781da9cf-eda3-453b-b26b-84998dc34916,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-01-26 00:00:00,0,1,Groceries,585.45,-4995.66,34843,0
3423a2e1-2829-4c6d-9760-e9ca99e4982a,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-01 09:00:00,9,1,Fashion,3990.47,25856.88,34843,1
df5dcb87-d267-40d2-a0ab-3e1491f45e93,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-01 22:00:00,22,1,Entertainment,2491.08,23365.8,34843,0
3c46c6a3-30ac-4ecd-a9c9-7417d30f8542,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-02 11:00:00,11,1,Food Delivery,1072.72,16087.52,34843,0
fcf40dad-3abd-40c3-bc04-0063dbacb0a6,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-02 14:00:00,14,1,Luxury,5311.29,18054.51,34843,1
1ca418c1-2b97-4c26-a1b0-7ed3cf61210b,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-02 14:00:00,14,1,Food Delivery,894.27,17160.24,34843,0
f7d6ebca-3477-4abf-9789-a3e1e64fd074,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-03 15:00:00,15,0,Travel,2080.94,14006.58,34843,1
eee79238-5f9d-4203-ba04-38a03b6aaf4c,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-04 20:00:00,20,0,Food Delivery,1695.21,12311.37,34843,0
9fe49238-e000-4fa2-9c6e-e018a52b5a98,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-05 06:00:00,6,0,Entertainment,2169.1,10142.27,34843,0
574f401a-1759-4eee-93b2-c4212116e8ec,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-06 09:00:00,9,0,Travel,2077.89,8064.38,34843,0
c957f0db-973b-46a1-99d5-a2604a47b15d,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-07 00:00:00,0,0,Groceries,2313.49,5750.89,34843,0
69a4be07-5fca-4ce1-9f10-f0f998fa46e1,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-08 08:00:00,8,1,Entertainment,1483.06,4267.83,34843,0
17628f4f-8a74-4990-aad6-ad724cd7c99a,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-08 08:00:00,8,1,Travel,1167.78,3100.06,34843,0
08042aaa-24d0-4091-b677-2324369d38ad,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-08 13:00:00,13,1,Electronics,2596.92,503.14,34843,1
2d1fe031-2bbb-461e-aac1-1a936e8a916d,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-09 07:00:00,7,1,Groceries,1348.57,-845.43,34843,0
6ac13d50-812f-49bf-adc4-9e044d4cbd97,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-10 03:00:00,3,0,Groceries,958.57,-1804.01,34843,0
d3438e76-4074-44ec-850b-44b3ea7a3561,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-12 20:00:00,20,0,Utilities,1502.26,-3306.26,34843,0
ac995124-7007-4930-b37b-5048bdebb0a7,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-02-13 19:00:00,19,0,Utilities,1456.37,-4762.63,34843,0
83a91972-0bad-465a-affc-572b756803bd,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-03-01 10:00:00,10,1,Travel,2611.98,27468.39,34843,1
23d37337-9263-4f71-806e-a621580fe67b,00559a57-f3e8-4b0a-a3f6-9726e66f6940,2025-03-01 10:00:00,10,1,Entertainment,2032.3,25436.09,34843,0
8e194f67-be74-4c9b-8761-79f884bc384a,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-03 15:00:00,15,0,Food Delivery,439.69,46415.31,46855,0
4d1d53b6-a2ce-4dcf-be59-4dde708a1827,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-04 12:00:00,12,1,Utilities,1783.25,44632.06,46855,0
373e9ee2-b16c-4150-b015-7fbe11f4fb09,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-04 20:00:00,20,1,Food Delivery,1346.16,43285.9,46855,0
8574f023-bacb-456b-8db9-8fcc5cdfb7ad,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-09 20:00:00,20,0,Groceries,548.12,42737.78,46855,0
a55986ef-5dba-4608-a4b5-4aa703830558,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-09 21:00:00,21,0,Utilities,1258.56,41479.22,46855,0
55eedba9-d145-442d-8def-d08d2c9509e0,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-10 08:00:00,8,0,Electronics,1645.04,39834.17,46855,0
d296abfc-2609-4134-9f5a-12e85f9cabc6,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-10 09:00:00,9,0,Fashion,4096.37,35737.8,46855,1
fa298a56-a604-40a5-88d3-a550518e0a0b,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-10 12:00:00,12,0,Entertainment,1714.41,34023.39,46855,0
7cd992dd-b2b4-486b-bc63-09156512b81d,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-12 08:00:00,8,1,Fashion,1625.1,32398.29,46855,1
f10f68ba-3c5e-48e5-b739-03a7e88618e0,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-13 09:00:00,9,0,Electronics,3021.85,27802.62,46855,1
42570753-8e61-468e-b430-8aace9843382,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-13 12:00:00,12,0,Utilities,1573.82,30824.47,46855,0
7516a10d-6663-4b99-958e-78384b54b75f,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-13 19:00:00,19,0,Groceries,942.38,26860.24,46855,0
c401dd7f-e462-4a5e-b4f4-fc60f02dc8a5,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-14 08:00:00,8,0,Groceries,1360.84,25499.4,46855,0
80b75da6-b587-46e7-8ec5-69529d98b11e,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-16 06:00:00,6,0,Travel,4256.3,21243.1,46855,1
c0d7ea66-8b59-4c61-ba99-2d92369c6997,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-16 08:00:00,8,0,Food Delivery,1382.42,19860.68,46855,0
77ebf735-679d-4a86-af7e-3e5e4efff574,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-17 08:00:00,8,0,Entertainment,860.18,19000.51,46855,0
2bd4a4fd-a1f4-4b8b-a581-3d3c528455bc,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-17 19:00:00,19,0,Luxury,3108.73,14953.88,46855,1
e78a4a86-197c-4160-b25d-5c7928ec1567,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-17 19:00:00,19,0,Luxury,3134.48,11819.4,46855,1
f8742a6e-6328-4121-958e-573322c81a8b,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-17 22:00:00,22,0,Groceries,937.9,18062.61,46855,0
538e61aa-28db-41f1-9c98-f9dbc5ddaf29,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-18 06:00:00,6,1,Groceries,2135.04,9684.36,46855,0
1cf7f474-af4e-4b59-8daa-d16b43815455,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-20 08:00:00,8,0,Travel,2618.28,4918.58,46855,1
ed80fafd-d263-4acb-92da-93973996f6b0,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-20 17:00:00,17,0,Food Delivery,2147.5,7536.86,46855,0
f0091bb5-204b-433e-a285-02b8dbd01187,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-23 19:00:00,19,0,Travel,2320.69,2597.89,46855,1
bcb0cd50-d579-47b5-937c-6c1943d889ea,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-24 12:00:00,12,0,Utilities,1474.96,1122.93,46855,0
80bfb11d-e361-4659-9c18-998158dcbd35,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-26 14:00:00,14,1,Utilities,2235.85,-1112.92,46855,0
7504860e-b951-4246-89bd-7a7f543c7c8d,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-26 19:00:00,19,1,Utilities,1844.36,-2957.28,46855,0
89790c2e-5512-4e1d-910f-1f7c3fea1158,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-01-27 19:00:00,19,0,Groceries,1804.87,-4762.15,46855,0
502ee4ab-da47-47ed-a504-3e392dbb8446,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-01 10:00:00,10,1,Groceries,1665.35,40427.5,46855,0
606934ab-b3dd-48b2-97f3-adae5a715e8c,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-04 08:00:00,8,0,Entertainment,895.38,39532.13,46855,0
7fcf1a57-2fc7-47c4-bf07-bd1ca395ccb5,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-04 09:00:00,9,0,Food Delivery,1462.7,38069.42,46855,0
0e3c1af6-5894-4bb4-b94d-68aa441c960d,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-05 12:00:00,12,0,Electronics,1671.8,36397.63,46855,0
ffa4f712-11c6-4a44-88bf-be97dbf57689,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-08 07:00:00,7,1,Travel,6809.56,29588.07,46855,1
a2f02983-cd6a-4955-9739-45585203a38a,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-09 07:00:00,7,1,Groceries,819.16,28768.9,46855,0
21879291-af90-417c-a1ac-e01418f23598,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-09 13:00:00,13,1,Utilities,1114.37,27654.54,46855,0
b4c0ae25-6db3-4b17-a4fd-6f646c9254d8,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-10 17:00:00,17,0,Groceries,1248.55,26405.99,46855,0
d15de1e1-0cde-4981-b2ef-eeea2023b52f,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-11 07:00:00,7,0,Food Delivery,1623.92,24782.07,46855,0
1a0bf01c-1662-4bdd-a9f2-1b8c23bcbbee,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-12 09:00:00,9,0,Utilities,964.84,23817.23,46855,0
e26e685c-b54f-4b05-b57f-878d782fb986,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-13 20:00:00,20,0,Luxury,498.61,23318.63,46855,1
b889607c-a8e8-4085-aaca-148308969a88,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-14 20:00:00,20,0,Travel,4731.62,18587.0,46855,1
aa4a0ea9-499e-4aa5-b502-cd8aac27b13a,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-15 10:00:00,10,1,Entertainment,1395.12,14950.1,46855,0
3d9d9782-3ec4-4537-8338-25d601dbda79,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-15 15:00:00,15,1,Fashion,2241.78,16345.22,46855,0
8124d121-a028-4f35-840d-d79e3635883f,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-16 05:00:00,5,1,Fashion,1061.54,13888.56,46855,1
2fe56be7-8f12-40c4-a410-4abcf6fde079,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-16 22:00:00,22,1,Utilities,1612.21,12276.35,46855,0
4a0f1b50-4f1e-4b86-8a53-e56b661996f3,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-17 16:00:00,16,0,Travel,3919.83,8356.52,46855,1
82cc0603-93e7-4963-b2a8-f5509c31fb38,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-18 08:00:00,8,0,Utilities,1277.65,7078.87,46855,0
6cb694b0-ed84-472b-872d-92b190a792da,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-19 07:00:00,7,0,Groceries,1746.6,-452.81,46855,0
270af29c-a185-4bf4-b73a-ca567daa12e7,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-19 21:00:00,21,0,Luxury,5785.08,1293.79,46855,1
2afcaa51-fea2-4a90-8be6-fddc1b896147,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-19 22:00:00,22,0,Food Delivery,1322.7,-1775.51,46855,0
7043461a-e3ee-41c4-b3d3-1befd597fbfd,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-20 07:00:00,7,0,Groceries,1768.59,-3544.1,46855,0
971ae96c-fd48-4b8d-a823-78eaacf46836,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-02-27 06:00:00,6,0,Groceries,1165.26,-4709.36,46855,0
0d5c8b83-4c30-4e04-821e-95afe6011d38,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-03-01 00:00:00,0,1,Utilities,1384.04,25179.68,46855,0
19d1ca89-286d-4b7e-b601-6899adf50100,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-03-01 09:00:00,9,1,Luxury,5096.53,36215.06,46855,1
5164eb78-8c83-484d-be0e-41fdb4f0231f,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-03-01 11:00:00,11,1,Travel,834.04,41311.6,46855,0
58fbd037-24a6-40e2-b953-bc68ceceaf00,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-03-01 13:00:00,13,1,Luxury,4103.86,31332.52,46855,1
6730ffe6-87fd-428d-ac06-9d14067fdc1d,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-03-01 14:00:00,14,1,Fashion,3570.45,26563.72,46855,1
fe66ea62-f9a2-485e-9727-1afc54a8a0b6,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-03-01 21:00:00,21,1,Food Delivery,778.68,35436.38,46855,0
1ea3b0ed-cc78-4424-a49d-5aca1af9cf07,02ed3f65-3228-46b1-b59f-ba992a6f2eb4,2025-03-01 21:00:00,21,1,Entertainment,1198.35,30134.17,46855,0
c7ae8fe8-ba7b-441a-8d09-133631fd481c,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-02 14:00:00,14,0,Electronics,1651.86,34925.14,36577,1
b05eba72-6930-4e9b-b760-eb071559e642,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-03 01:00:00,1,0,Entertainment,2074.25,32850.89,36577,0
a830f749-4d86-4279-82fb-fed1659f1437,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-03 09:00:00,9,0,Luxury,4133.07,28717.82,36577,1
cedac5ce-21ec-4916-bda1-610f0bfbd512,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-04 21:00:00,21,1,Utilities,1065.6,27652.23,36577,0
2e305a13-ae16-4bab-ad46-3e11d50e5b96,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-04 21:00:00,21,1,Food Delivery,1639.71,26012.52,36577,0
48e1686f-e600-4e02-8ca1-2f0134943a08,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-04 22:00:00,22,1,Utilities,1789.16,24223.36,36577,0
1f66b65c-0b63-4560-8e1a-14951e930633,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-05 08:00:00,8,1,Electronics,2375.62,16992.31,36577,1
672f1a82-3bf4-442e-9657-85c7269c4dc4,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-05 19:00:00,19,1,Entertainment,2162.53,19367.92,36577,0
84653cf6-9a54-4f02-ad0e-870d3302b28c,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-05 22:00:00,22,1,Luxury,2692.9,21530.45,36577,1
4218cb26-a253-4420-8757-e1c85f4ce878,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-06 14:00:00,14,0,Food Delivery,165.72,15438.79,36577,0
4661f6d1-3556-475e-b7d9-6244145deacf,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-06 18:00:00,18,0,Utilities,1387.79,15604.52,36577,0
0113a5e2-00a7-4c38-9ac1-4833d9b1501f,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-07 09:00:00,9,0,Electronics,2988.13,10466.84,36577,1
6eb3b7a2-d48e-407c-a342-a75af474675a,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-07 19:00:00,19,0,Fashion,1983.82,13454.97,36577,1
8953c46c-30f8-4ab5-9ecc-9a5413523342,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-09 12:00:00,12,0,Utilities,1408.1,9058.74,36577,0
4312e632-b886-40d4-acbf-9a0a935aae79,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-09 21:00:00,21,0,Entertainment,1467.91,7590.82,36577,0
f99d05c3-a7b0-4d23-8996-63b74a7e7521,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-10 17:00:00,17,0,Entertainment,1410.92,6179.91,36577,0
fe6e135c-767f-4308-9bd6-df78e37d664f,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-10 20:00:00,20,0,Food Delivery,1004.21,5175.7,36577,0
88fc5be0-8a0b-423a-a668-9651c59982e5,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-12 16:00:00,16,1,Utilities,1171.71,4003.99,36577,0
cb1283e8-f5f5-4747-83b0-1b23ac5f6c64,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-13 00:00:00,0,0,Utilities,1236.66,2767.32,36577,0
b2d3d2e7-f420-45a4-ad68-6393be6a9136,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-13 08:00:00,8,0,Entertainment,822.64,-942.66,36577,0
c2146adc-947a-4436-bf8f-8f5b741782da,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-13 20:00:00,20,0,Electronics,2887.34,-120.01,36577,1
5e89100e-7398-406e-b509-6e2122518c1e,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-14 10:00:00,10,0,Groceries,1383.37,-4617.41,36577,0
0bc8f8f6-a32a-49db-819b-5be4f9fd2a7d,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-01-14 13:00:00,13,0,Electronics,2291.39,-3234.05,36577,1
6f81b6a2-2a30-480e-9772-57c74419d54a,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-01 08:00:00,8,1,Entertainment,594.37,31365.21,36577,0
9bbae498-6359-4fa8-9b86-c63f37adbdab,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-02 06:00:00,6,1,Fashion,3733.1,20772.1,36577,1
4ea50ba5-127a-45be-8679-c2d33ff1f14e,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-02 09:00:00,9,1,Groceries,939.74,30425.48,36577,0
c6746d8f-278b-4381-94b0-3e929e88769b,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-02 11:00:00,11,1,Electronics,5920.28,24505.2,36577,1
d01b6076-8656-47f8-bd3a-1b63261ef00d,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-02 22:00:00,22,1,Travel,1174.7,19597.4,36577,1
f36dc705-5e60-4317-a060-3ebd730d1e76,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-03 09:00:00,9,0,Utilities,2043.28,13755.06,36577,0
36a60165-7b96-4c26-8289-ab2c469a8bd4,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-03 12:00:00,12,0,Food Delivery,630.83,11661.17,36577,0
75c436b1-d215-49a2-9ef9-7b523a7c17af,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-03 16:00:00,16,0,Electronics,1463.06,12292.0,36577,0
9637c680-77c2-41f8-bc85-10e65b47ff77,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-03 20:00:00,20,0,Travel,3799.06,15798.34,36577,1
c806714a-0e94-4fb4-a3a9-b87b49a87b8d,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-05 11:00:00,11,0,Entertainment,1963.57,9697.6,36577,0
a6be8387-3668-4e1d-8e0b-f6f2a87ef6b8,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-05 18:00:00,18,0,Travel,760.96,8936.64,36577,1
86a74c5d-4436-4a28-bae0-028887eee7b4,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-07 12:00:00,12,0,Entertainment,205.85,8730.79,36577,0
e22fa814-bb03-4969-92b9-2a5adf58c69d,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-08 10:00:00,10,1,Utilities,1655.18,7075.61,36577,0
d7bdfa86-21a3-46ab-b7cd-bd081f601e1c,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-08 13:00:00,13,1,Utilities,1055.4,6020.21,36577,0
deeb00c7-6eeb-4b91-8d18-f942ba5777c8,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-08 13:00:00,13,1,Luxury,3950.64,2069.57,36577,1
4abe0301-2f7e-4b0f-b84a-285627cab85e,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-11 21:00:00,21,0,Travel,958.6,1110.97,36577,0
4544f726-85eb-4a55-9710-aedd84b8bacd,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-12 10:00:00,10,0,Fashion,1284.97,-174.0,36577,0
2ac559ea-d76b-421c-9efe-7942e6d558ce,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-02-12 10:00:00,10,0,Travel,3856.44,-4030.44,36577,1
b293c737-becf-4853-baf6-5b5248a78b6f,03fcf0a3-4df6-48d8-b908-633c749238b2,2025-03-01 06:00:00,6,1,Food Delivery,704.61,31841.95,36577,0
c5b3bb5e-bd21-4506-9d83-f9baa7b5060f,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-01 11:00:00,11,0,Electronics,3542.1,48276.21,53414,1
8720fdee-43bc-41d7-856f-71a248431ae6,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-01 12:00:00,12,0,Fashion,1817.54,46458.68,53414,0
0cab4119-6a2a-4f24-841a-7d6597b6380f,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-01 15:00:00,15,0,Luxury,1595.69,51818.31,53414,0
3d2e43e3-3f64-45ef-b0bd-83ad7a52d2ab,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-02 20:00:00,20,0,Utilities,639.21,45819.47,53414,0
901d322a-c828-4ac7-85ea-a6a4e8db399a,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-03 10:00:00,10,0,Food Delivery,1670.15,44149.32,53414,0
034a6b68-5b1e-4ae9-8da2-cfc765a7de81,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-04 03:00:00,3,1,Utilities,1360.37,42788.95,53414,0
43a7a1d1-52b6-4f5a-af71-400cc6de330d,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-04 21:00:00,21,1,Luxury,3695.25,39093.7,53414,1
9c870e87-8b30-41ba-a78a-1e8f88c35ced,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-05 18:00:00,18,1,Fashion,2089.42,37004.27,53414,0
0e5fd174-3a62-4513-abb8-0ada08647462,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-07 18:00:00,18,0,Entertainment,991.16,34367.53,53414,0
6850cf03-ac02-4e78-8fdd-4d72694c3618,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-07 21:00:00,21,0,Groceries,1645.58,35358.69,53414,0
8a6df29b-59f9-4a1e-9c88-2f16fcee3c12,046f02b1-6403-4aa6-bbf0-7764afbaaeba,2025-01-08 06:00:00,6,0,Utilities,1313.64,33053.88,53414,0
